title_raw,year,journal_raw,doi_raw,pais,adsorbente,analitos,qmax_mg_g,remocion_pct,isoterma,cinetica,phpzc,bet_m2g,ph_operacional,dosis_g_l,tipo_matriz,ciclos_regen,etiqueta,score
Recent progress in Zr-MOFs for antibiotic adsorption and photocatalysis,2025,Separation and Purification Technology,10.1016/j.seppur.2025.132138,china,,,,,,,,,,,Sintetica,,INCLUIDO_ALTA,71
Advanced biochar for accelerated and efficient pollutant removal in complex water systems,2025,Separation and Purification Technology,10.1016/j.seppur.2025.132133,china,Biochar,Sulfametoxazol; Cloranfenicol,,,,,,,,,,,INCLUIDO_ALTA,77
"Enhanced antibiotic removal via magnetic Ni@ZIF-8 composite nanotubes: Synergistic adsorption, facile recovery and adsorption mechanism",2025,Separation and Purification Technology,10.1016/j.seppur.2025.131988,china,MOF,Tetraciclina,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,87
"Rose-inspired salt-responsive hierarchical microbead via in-situ growth of layered double hydroxide plates onto rosin-derived resin for efficient tetracycline removal: Ingenious design, advanced molecular simulations, and rethinking adsorption mass transfer",2025,Separation and Purification Technology,10.1016/j.seppur.2025.131952,china,Hidrogel/Polimero,Tetraciclina,,,,,,,,,Real,,INCLUIDO_ALTA,46
"Functionalized nanocomposite biopolymer-based environmental-friendly adsorbents: Design, adsorption mechanism, regeneration, and degradation",2025,Separation and Purification Technology,10.1016/j.seppur.2025.132034,china,Nanocompuesto,,,,,,,,,,,,INCLUIDO_ALTA,74
Ethylenediaminetetraacetic acid-modified halloysite nanotubes loaded with layered SnS2 for highly efficient removal of methylene blue,2025,Dalton Transactions,10.1039/d5dt01400j,mongolia,Arcilla/Zeolita,,,,Langmuir,PFO,,,,,,,INCLUIDO_ALTA,58
Selective Reductive Degradation of Tetracycline via Nitrogen-Doped Copper Nanowire Networks: Mechanistic Insights and Pathway Elucidation,2025,ACS ES and T Engineering,10.1021/acsestengg.5c00226,china,,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,40
Sulfate radical-based degradation of oxytetracycline with CuO/UiO-66 doped hydrochar: Mechanistic insights and toxicity studies,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.136869,india,Nanocompuesto,Oxitetraciclina,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,34
An environmentally friendly solution against waste: upcycling single-use plastic waste and biomass for antibiotic remediation,2025,International Journal of Environmental Science and Technology,10.1007/s13762-025-06347-y,china,Biopolimero,Ciprofloxacino,,,,,,,,,Real,,INCLUIDO_ALTA,47
Nano-Silica Oxide Modified Porcelanite for Enhanced Adsorption of Levofloxacin from Aqueous Solution,2025,International Journal of Design and Nature and Ecodynamics,10.18280/ijdne.200806,iraq,Nanocompuesto,Levofloxacino,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,84
Cadmium Sulfide-Modified Carbon Nitride/Graphite for Photocatalytic Removal of Sulfamethoxazole From Aqueous Solutions,2025,Journal of Advances in Environmental Health Research,10.34172/jaehr.1392,,Nanocompuesto,Sulfametoxazol,,,,,,,,1.0,,,INCLUIDO_ALTA,50
Investigation of antibiotic clarithromycin adsorption potential on microplastic,2025,Global Nest Journal,10.30955/gnj.006935,,,,,,Langmuir + Freundlich,PSO,,,,,,,INCLUIDO_ALTA,90
Electron Beam Irradiation for Efficient Antibiotic Degradation in Aqueous Solutions,2025,Antibiotics,10.3390/antibiotics14080833,russian federation,,Tetraciclina; Cloranfenicol,,99.0,,,,,,,,,INCLUIDO_ALTA,71
Sodium Alginate/Carboxymethyl Chitosan Hydrogel Microbeads for Antibiotic Adsorption in Single and Binary Systems,2025,Gels,10.3390/gels11080646,malaysia,Biopolimero,Tetraciclina; Ciprofloxacino,,,Freundlich,PSO,,,7.0,,,,INCLUIDO_ALTA,93
Sustainable Adsorption of Amoxicillin and Sulfamethoxazole onto Activated Carbon Derived from Food and Agricultural Waste: Isotherm Modeling and Characterization,2025,Processes,10.3390/pr13082528,,Carbon activado,Sulfametoxazol; Amoxicilina,,,Langmuir,PSO,,860.0,,,,,INCLUIDO_ALTA,105
Effective Ciprofloxacin Removal from Deionized and Salt Water by Sulfonated Pentablock Copolymer (NexarTM),2025,Molecules,10.3390/molecules30153275,italy,,Ciprofloxacino,,,,,,,,,Sintetica,,INCLUIDO_ALTA,94
"Removal of Rifampicin and Rifaximin Antibiotics on PET Fibers: Optimization, Modeling, and Mechanism Insight",2025,Polymers,10.3390/polym17152089,romania,,,,,Langmuir,PSO,,,,20.0,,,INCLUIDO_ALTA,86
Fabrication of visible light-driven magnetically separable Ag3PO4/Fe3O4/g-C3N4 photo catalyst for tetracycline degradation,2025,Journal of Nanoparticle Research,10.1007/s11051-025-06392-1,malaysia,Nanocompuesto,Tetraciclina,,,,PFO,,,,,,,INCLUIDO_ALTA,62
Harnessing sporopollenin-based polymer membranes: An exploratory study on ciprofloxacin removal,2025,Pure and Applied Chemistry,10.1515/pac-2024-0393,malaysia,Hidrogel/Polimero,Ciprofloxacino,,80.93,,,,,,,,,INCLUIDO_ALTA,37
A review of the current status of removal of endocrine disruptive estrogens from wastewater using lignocellulosic biomass-derived adsorbents,2025,Journal of Hazardous Materials Advances,10.1016/j.hazadv.2025.100826,south africa,Carbon activado,,,,,,,,,,,,INCLUIDO_ALTA,63
"Deciphering enrofloxacin sorption by activated N-biochar: Equilibrium, kinetics, life cycle cost and DNA-toxicity study",2025,Journal of Hazardous Materials Advances,10.1016/j.hazadv.2025.100666,india,Biochar,,,,Langmuir,PSO,,,,1.0,,,INCLUIDO_ALTA,70
Ambient dried metal organic frameworks aerogels with highly hydrophilic properties for fast adsorption removal of oxytetracycline,2025,Journal of Hazardous Materials Advances,10.1016/j.hazadv.2025.100824,china,MOF,Tetraciclina; Oxitetraciclina,,,,,,,,,,,INCLUIDO_ALTA,70
Preparation of a novel reusable 2D-MXene with flower-like LDH composite for ultra-high adsorption of congo red and doxycycline: Stability and environmental application,2025,Journal of Water Process Engineering,10.1016/j.jwpe.2025.108288,,,Doxiciclina,,,Sips,PSO,,,,,,,INCLUIDO_ALTA,83
Adsorption of antibiotics in medical wastewater by MOF-based hydrogel composites: A comprehensive review,2025,Journal of Water Process Engineering,10.1016/j.jwpe.2025.108268,china,MOF,Ciprofloxacino,,81.0,,,,,,,,5.0,INCLUIDO_ALTA,73
High-performance magnetic nanocomposites for tetracycline adsorption and photodegradation in pharmaceutical wastewater,2025,Journal of Water Process Engineering,10.1016/j.jwpe.2025.108162,,Nanocompuesto,Tetraciclina,,,Freundlich,PFO,,30.1,,,,,INCLUIDO_ALTA,95
Forest biomass derived biochar for effective meropenem mitigation in hospital effluents,2025,Journal of Hazardous Materials Advances,10.1016/j.hazadv.2025.100811,spain,Carbon activado,,,100.0,Langmuir,PSO,,,,,Real,,INCLUIDO_ALTA,81
Carbon dots inspired upgradable hierarchical carbon for enhanced tetracycline adsorption,2025,Carbon,10.1016/j.carbon.2025.120595,china,Biopolimero,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,55
"Hybrid Biocomposite of Montmorillonite-Algal Biomass Alginate Beads for Efficient Ciprofloxacin Removal: Adsorption Optimization, Mechanism, and Reusability Studies",2025,Chemistry Africa,10.1007/s42250-025-01372-3,india,Biopolimero,Ciprofloxacino,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,70
Metal-based ionic liquid-modified Mn/N co-doped biochar for tetracycline removal in environmental remediation: High-efficiency adsorption and interaction mechanisms,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.117186,china,Biochar,Tetraciclina,,,Langmuir,PSO,,,,,Real,,INCLUIDO_ALTA,94
Reduction of antibiotic resistance genes through flocculation of anaerobic digestate,2025,Journal of Water Process Engineering,10.1016/j.jwpe.2025.108097,united states,Biopolimero,,,,,,,,,,Sintetica,,INCLUIDO_ALTA,36
Temperature-controlled self-assembly of Ce-based tubular boron carbon nitride for enhanced tetracyclines adsorption,2025,Frontiers of Environmental Science and Engineering,10.1007/s11783-025-2030-7,china,,Tetraciclina,,,,PSO,,,,,,10.0,INCLUIDO_ALTA,56
Selective removal of oxytetracycline from aquaculture wastewater by molecular imprinting Fe[sbnd]Co MOF nanosheets,2025,Journal of Water Process Engineering,10.1016/j.jwpe.2025.108133,china,MOF,Oxitetraciclina,,,,,,,,,,,INCLUIDO_ALTA,100
Visible light introduced photocatalytic degradation of tetracycline using δ-MnO2@BC,2025,Research on Chemical Intermediates,10.1007/s11164-025-05627-z,china,Biochar,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,35
Photoelectrocatalytic regeneration of adsorptive lignin-coated PVDF membranes for antibiotic removal during microfiltration,2025,Journal of Water Process Engineering,10.1016/j.jwpe.2025.108104,malaysia,Biopolimero,Doxiciclina,,,Langmuir,,,,,,,,INCLUIDO_ALTA,68
Oxygen vacancies-rich bimetallic Zr/Co-UiO-66 materials for bifunctional adsorption-photodegradation of tetracycline antibiotics in water,2025,Chemical Engineering Journal,10.1016/j.cej.2025.164397,china,MOF,Tetraciclina; Oxitetraciclina,,,Freundlich,PSO,,,,,,,INCLUIDO_ALTA,82
Construction of Zinc Oxide/Nickel Ferric-Layered Double Hydroxide Composite for Efficient Adsorption of Erythromycin: Kinetic and Thermodynamic Investigation,2025,"Water, Air, and Soil Pollution",10.1007/s11270-025-08156-y,egypt,,Eritromicina,,,Langmuir,PSO,,157.161,,1.7,,,INCLUIDO_ALTA,87
Enhancing Biological Denitrification Efficiency With a Novel Antibiotic-Free Plasmid Strategy,2025,Biotechnology and Bioengineering,10.1002/bit.29029,china,,,,,,,,,,,Real,,INCLUIDO_ALTA,31
"Enhanced Amoxicillin Adsorption from Wastewater Using KOH-Modified Iraqi Silica Sand: Characterization, Kinetics, and Thermodynamics",2025,International Journal of Environmental Research,10.1007/s41742-025-00805-8,iraq,,Amoxicilina,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,72
Reusable waste-derived magnetic mesoporous activated carbon for efficient preconcentration and adsorptive removal of fluoroquinolones,2025,Chemical Engineering Journal Advances,10.1016/j.ceja.2025.100771,south africa,Carbon activado,,,,Langmuir,PSO,,,,,Real,,INCLUIDO_ALTA,58
Natural hematite and oxalic acid co−enhance electrochemical system for degradation of sulfamethoxazole: role of oxalic acid and ROS generation,2025,Electrochimica Acta,10.1016/j.electacta.2025.146399,china,,Sulfametoxazol,,,,PFO,,,,,,,INCLUIDO_ALTA,27
"A new synthesis method for organoclay and its role in enhancing the adsorption of the 2,4-dichlorophenoxyacetic acid herbicide: Performance and interactions",2025,Inorganic Chemistry Communications,10.1016/j.inoche.2025.114650,algeria,Arcilla/Zeolita,,,,Langmuir + Freundlich,,,,,,,,INCLUIDO_ALTA,38
"Efficient removal of chlortetracycline hydrochloride from water by novel yttrium-based metal-organic gels: Synthesis, kinetics, isotherms and mechanisms",2025,Journal of Solid State Chemistry,10.1016/j.jssc.2025.125403,china,,Clortetraciclina,,,Langmuir,,,,,,,,INCLUIDO_ALTA,59
MIL-53(Al)-MOF sorbents in dispersive micro-solid phase extraction of penicillins from water,2025,Talanta Open,10.1016/j.talo.2025.100460,south africa,MOF,,,,Langmuir,,,,,,Real,,INCLUIDO_ALTA,68
Adsorptive removal of fluoroquinolones using bamboo culm biochar in a single and multi-component system,2025,Biomass Conversion and Biorefinery,10.1007/s13399-025-06789-x,india,Biochar,Ciprofloxacino; Ofloxacino; Levofloxacino,,,Langmuir + Freundlich,,,,,,,,INCLUIDO_ALTA,138
Removal of cefalexin from aqueous solutions using modified corn stalk-based biochar,2025,Biomass Conversion and Biorefinery,10.1007/s13399-025-06798-w,china,Biochar,,,,Langmuir + Freundlich,PSO,,,,,,,INCLUIDO_ALTA,94
"Chemisorption of Emerging Contaminants (F−, AsIII/V, Pb2+) Using MOF for Sustainable Water Treatment: A Critical Review",2025,Journal of Inorganic and Organometallic Polymers and Materials,10.1007/s10904-025-03714-7,india,MOF,,,,,,,,,,,,INCLUIDO_ALTA,68
Fe/Mn-doped Chlorella biochar for enhanced metronidazole degradation via PMS activation: mechanistic insights into catalytic performance,2025,Journal of Materials Chemistry C,10.1039/d5tc01144b,china,Biochar,,,,,,,,,,,,INCLUIDO_ALTA,34
Box–Behnken design and machine learning optimization of PET fluorescent carbon quantum dots for removing fluoxetine and ciprofloxacin with molecular dynamics and docking studies as potential antidepressant and antibiotic,2025,Separation and Purification Technology,10.1016/j.seppur.2025.131975,japan,,Ciprofloxacino,,,Langmuir + Freundlich,,,,,,,,INCLUIDO_ALTA,58
Facile construction of novel BiOBr/black-TiO2/tourmaline composites for the synergistic degradation of tetracycline in aqueous,2025,Separation and Purification Technology,10.1016/j.seppur.2025.131976,china,,Tetraciclina,,,,,,,,0.6,,,INCLUIDO_ALTA,41
Cellulosic composite adsorbent prepared via high-speed shear induced regeneration and chemical modification for ciprofloxacin removal,2025,Separation and Purification Technology,10.1016/j.seppur.2025.131854,china,Biopolimero,Ciprofloxacino,,,,,,,,,,,INCLUIDO_ALTA,85
Synthesis of highly effective and easily recoverable MIL-100(Fe)/MgFe2O4 adsorbent for enhanced antibiotic removal from water,2025,Journal of Industrial and Engineering Chemistry,10.1016/j.jiec.2024.12.009,viet nam,,Tetraciclina,,,Langmuir,,,,,0.8,,,INCLUIDO_ALTA,94
Eco-engineered MIL53-NH2/xanthan gum nanocomposite: a magnetic biosorbent for rapid eradication of ciprofloxacin and amoxicillin in polluted waters,2025,New Journal of Chemistry,10.1039/d5nj01904d,,MOF,Ciprofloxacino; Amoxicilina,,,Temkin,PSO,,,,,,,INCLUIDO_ALTA,80
Killing two birds with one stone: a simple and integrated platform based on an Fe-MOF for dual-mode detection and photocatalytic elimination of tetracycline,2025,Analyst,10.1039/d5an00433k,china,MOF,Tetraciclina,,92.01,,,,,,,,,INCLUIDO_ALTA,38
Metal-organic-framework (MOF)-derived Mn3O4/LaFeO3 as a fenton-like catalyst for antibiotic wastewater treatment: Adsorption-assisted oxidation reaction mechanism enhances the peroxymonosulfate utilization and trace tetracycline removal,2025,Journal of Alloys and Compounds,10.1016/j.jallcom.2025.182124,china,MOF,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,86
A facile route to polyethyleneimine functionalized polyethersulfone membranes for drinking water softening and removal of diverse pollutants,2025,Separation and Purification Technology,10.1016/j.seppur.2025.131487,china,,Tetraciclina,,,,PSO,,,,,,,INCLUIDO_ALTA,38
"Removal of antibiotics, antibiotic resistant bacteria and antibiotic resistance genes using boron-doped banana pseudo-stem biochar activated peroxydisulfate: Performance and mechanism differences",2025,Separation and Purification Technology,10.1016/j.seppur.2025.131420,china,Biochar,Tetraciclina,,90.3,,,,,,0.3,,,INCLUIDO_ALTA,61
"Evaluation of magnetic ion-exchange resin for oxytetracycline removal in secondary effluent: Behavior, mechanisms and theoretical calculation",2025,Separation and Purification Technology,10.1016/j.seppur.2024.131333,china,Hidrogel/Polimero,Oxitetraciclina,,,Freundlich,PFO,,,,,,,INCLUIDO_ALTA,69
"Strategic tuning of GO ratios in CuBTC-GO nanocomposites for next-generation tetracycline adsorption: A deep dive into isotherms, kinetics, and thermodynamics",2025,Separation and Purification Technology,10.1016/j.seppur.2024.131311,india,Nanocompuesto,Tetraciclina,,65.0,Langmuir + Freundlich,PFO + PSO,,,,,,,INCLUIDO_ALTA,139
Development and mechanistic insights of hierarchically porous biochar-MgO-chitosan hydrogel beads for efficient removal of ciprofloxacin,2025,Separation and Purification Technology,10.1016/j.seppur.2024.131305,china,Biochar,Ciprofloxacino,,,Freundlich,PFO + PSO,,,,,Real,,INCLUIDO_ALTA,82
Insights into norfloxacin biodegradation and the fate of antibiotics resistance genes associated with sulfur-driven autotrophic denitrification,2025,Chemical Engineering Journal,10.1016/j.cej.2025.164212,china,,Norfloxacino,,,,,,,,,,,INCLUIDO_ALTA,52
Flower-Like bismuth hydroxide/nitrogen-doped carbon nanotube catalyst-FerrateVI System: Selective generation of BismuthV and rapid oxidation of organic pollutants,2025,Chemical Engineering Journal,10.1016/j.cej.2025.164043,china,Nanocompuesto,,,90.4,,,,,,,,,INCLUIDO_MEDIA,9
Comparative study on the adsorption of tetracycline and amoxicillin on glycine and poly-pyrrole functionalized multiwalled carbon nanotubes,2025,Surfaces and Interfaces,10.1016/j.surfin.2025.106693,united states,,Tetraciclina; Amoxicilina,,,Langmuir,PSO,,,,,,8.0,INCLUIDO_ALTA,107
Exploring the role of carbon source types in trace-level sulfamethoxazole removal and greenhouse gas emissions in AnMBRs,2025,Environmental Research,10.1016/j.envres.2025.121556,china,,Sulfametoxazol,,,,,,,,,,,INCLUIDO_ALTA,41
Enhanced adsorption of sulfamethoxazole antibiotic on amine grafted activated carbon using (3-Aminopropyl) triethoxysilane (APTES),2025,Materials Chemistry and Physics,10.1016/j.matchemphys.2025.130782,viet nam,Carbon activado,Sulfametoxazol,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,62
Real sample analysis of persistent contaminant abatement via synergistic adsorption and visible-light catalysis in continuous flow reactors,2025,Separation and Purification Technology,10.1016/j.seppur.2024.131050,india,MOF,Tetraciclina; Ciprofloxacino; Sulfametoxazol,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,93
"Environmental Fate and Stability of the AA-Hyp/β-CD-AgNPs Nanocomposite for Amoxicillin Removal: Insights through Fractal Kinetics, Statistical Physics, and Thermodynamic Investigations",2025,Langmuir,10.1021/acs.langmuir.5c02226,india,Nanocompuesto,Amoxicilina,,98.43,Freundlich,,,,,,Real,,INCLUIDO_ALTA,99
SnS2 interfaced Li-Doped g-C3N4 heterojunctions with enhanced photocatalytic performances for organic pollutant decontamination: Performance and mechanistic analysis,2025,Journal of Molecular Structure,10.1016/j.molstruc.2025.141848,india,,Ciprofloxacino,,,,,,,,,,,INCLUIDO_ALTA,25
Amino-functionalized MIL-101(Fe)-NH2 as efficient peracetic acid activator for selective contaminant degradation: Unraveling the role of electron-donating ligands in Fe(IV) generation,2025,Journal of Hazardous Materials,10.1016/j.jhazmat.2025.138028,china,,,,,,,,,,,,,INCLUIDO_ALTA,17
Construction of an electrochemical sensor for sensitive detection of norfloxacin based on DFT and surface molecular imprinting technology,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.136675,china,Biopolimero,Norfloxacino,,,,,,,,,,,INCLUIDO_ALTA,21
Melamine-assisted hierarchical nitrogen-doped biochar from garlic peel hydrochar as efficient adsorbent for tetracycline removal,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.136726,china,Biochar,Tetraciclina,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,62
Removal of fluoroquinolone antibiotic from wastewater based on immobilized metal affinity mechanism,2025,International Journal of Environmental Science and Technology,10.1007/s13762-024-06291-3,united states,,Ciprofloxacino,,,,,,,,,,,INCLUIDO_ALTA,75
Green synthesis of silver nanoparticles and their immobilization on magnetic biochar for the removal of tetracycline and enrofloxacin,2025,Biomass Conversion and Biorefinery,10.1007/s13399-025-06541-5,,Biochar,Tetraciclina,,,,PFO,,71.6,,,,,INCLUIDO_ALTA,98
Optimization and statistical modelling of electrochemical removal of oxytetracycline from aqueous solutions,2025,International Journal of Environmental Science and Technology,10.1007/s13762-024-06309-w,,Carbon activado,Oxitetraciclina,,86.0,,,,,,0.5,Sintetica,,INCLUIDO_ALTA,40
"Removing an antibiotic from aqueous solution using sepiolite-rich dolomite – kinetic, isotherm, and thermodynamic studies",2025,Water SA,10.17159/wsa/2025.v51.i3.4135,,Arcilla/Zeolita,Amoxicilina,,,Freundlich,PSO,,,,,,,INCLUIDO_ALTA,81
Post-anoxic integrated biofilm activated sludge wastewater treatment process for emerging contaminant removal,2025,Water Science and Technology,10.2166/wst.2025.095,india,,,,,,,,,,,,,INCLUIDO_ALTA,29
Adsorption of the Drug Chlorhexidine Using Organoclay,2025,Processes,10.3390/pr13072036,brazil,Arcilla/Zeolita,,,,Sips,PSO,,,,,,,INCLUIDO_ALTA,58
Preparation and Application of Wetland-Plant-Derived Biochar for Tetracycline Antibiotic Adsorption in Water,2025,Sustainability (Switzerland),10.3390/su17146625,china,Biochar,Tetraciclina,,,Langmuir,PSO,,,,0.6,,,INCLUIDO_ALTA,113
"Effective photocatalytic performance of PANI, PPy, and PTh in the removal of Ciprofloxacin and Pefloxacin: A comparative study",2025,International Journal of Chemical Reactor Engineering,10.1515/ijcre-2025-0054,,,Ciprofloxacino,,75.0,,,,,,,,,INCLUIDO_ALTA,67
High Surface Area Ortho-Nb2O5 as Bifunctional Adsorbent and Photocatalyst for Efficient Removal of Tetracycline Antibiotics from Wastewater,2025,Science and Technology Indonesia,10.26554/sti.2025.10.3.916-923,indonesia,,Tetraciclina,,,,,,242.42,,,,,INCLUIDO_ALTA,59
A rapid donor-π-acceptor covalent triazine framework self-polymerization strategy for visible-light-driven antibiotic removal,2025,Materials Today Communications,10.1016/j.mtcomm.2025.113217,china,,Sulfametoxazol,,95.0,,,,,,,,,INCLUIDO_ALTA,25
Efficient removal of metronidazole by ball milling synthesized graphite-doped pyrite activation of persulfate,2025,Next Materials,10.1016/j.nxmate.2025.100851,china,,,,,,,,,,,,,INCLUIDO_ALTA,18
Kinetics and mechanistic modeling of chlorhexidine uptake from aqueous solution using nitrogen-doped achatinidae chitin as adsorbent,2025,Next Materials,10.1016/j.nxmate.2025.100822,nigeria,,,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,52
"Seasonal variability, antibiogram and genetic diversity of Vibrio spp. recovered from effluent discharge of wastewater treatment plants and their receiving rivers in Durban, South Africa",2025,Environmental Monitoring and Assessment,10.1007/s10661-025-14171-7,south africa,,,,,,,,,,,,,INCLUIDO_ALTA,45
Engineered smectite adsorbents for the efficient elimination of antibiotic contaminants from Wastewater: An innovative approach,2025,Microchemical Journal,10.1016/j.microc.2025.114012,saudi arabia,,Doxiciclina; Levofloxacino,,,Freundlich,PSO,,,,,,,INCLUIDO_ALTA,93
Performance and mechanism of ciprofloxacin removal in water via catalytic ozonation using Fe-Mg/PDA@Al2O3,2025,Process Safety and Environmental Protection,10.1016/j.psep.2025.107281,china,,Ciprofloxacino,,,,PFO,,,,,,,INCLUIDO_ALTA,49
CuZrO3@Functionalized-organic matrix as a novel composite for enhanced photocatalytic treatment of antibiotics-contaminated wastewater,2025,Surfaces and Interfaces,10.1016/j.surfin.2025.106670,egypt,,,,,Langmuir,,,,,1.6,Real,,INCLUIDO_ALTA,57
Glucose Derivative Functionalized Rice Husk Biochar for the Removal of Emerging Contaminant through Adsorption,2025,Journal of Advanced Research in Micro and Nano Engineering,10.37934/armne.33.1.111,malaysia,Biochar,,,,,,,,,,Sintetica,,INCLUIDO_ALTA,73
"Delaminated alk-MXene/Co-MOF composite membranes for high-efficiency removal of Cr(VI) and tetracycline: Design, mechanism and DFT calculation",2025,Chemical Engineering Journal,10.1016/j.cej.2025.163666,china,MOF,Tetraciclina,,98.0,,,,,,,,10.0,INCLUIDO_ALTA,55
Innovative polypropylene-based adsorbent functionalized by oxygen plasma and L-Arginine for efficient removal of emerging contaminants from aqueous media,2025,Polymer Testing,10.1016/j.polymertesting.2025.108842,,,,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,52
Easy one-pot synthesis of Zinc Ferrite@Graphitic Carbon Nitride for combined adsorption and photocatalytic degradation of enrofloxacin under visible light,2025,Advances in Environmental Technology,10.22104/aet.2025.7146.1966,indonesia,Nanocompuesto,,,,Langmuir,PFO,,,,,,,INCLUIDO_ALTA,82
Efficient Removal of Ofloxacin from Water Using MIL-101(Cr)/Carbon Quantum Dot Nanocomposite: A Green Synthesis and Experimental Design Approach,2025,Chemistry Africa,10.1007/s42250-025-01301-4,united kingdom,Nanocompuesto,Ofloxacino,,,Langmuir,PSO,,,,,,5.0,INCLUIDO_ALTA,158
Characterization and evaluation of immobilized bimetallic and trimetallic nanoparticles fabricated using grape leaf extract and glass waste for cefixime removal,2025,South African Journal of Chemical Engineering,10.1016/j.sajce.2025.04.011,iraq,Nanocompuesto,,,,Freundlich,PSO,,,,,,,INCLUIDO_ALTA,82
Removal of Antibiotic Drugs from Aqueous Solution by Modified Coconut Shell,2025,Zanco Journal of Pure and Applied Sciences,10.21271/ZJPAS.37.3.4,iraq,Nanocompuesto,Ciprofloxacino,,,Langmuir + Freundlich,PSO,,,,,,,INCLUIDO_ALTA,72
Integration of magnetic graphene oxide and office waste paper-derived fibrillated cellulose into a composite adsorbent for effective tetracycline elimination,2025,RSC Advances,10.1039/d5ra00877h,viet nam,Nanocompuesto,Tetraciclina,,,Langmuir + Freundlich,PFO + PSO,,,,,,,INCLUIDO_ALTA,114
A Porphyrin-Based Metal-Organic Framework as a Photosensitizer for Singlet Oxygen Generation and Photocatalytic Water Treatment,2025,ACS Applied Optical Materials,10.1021/acsaom.5c00068,canada,MOF,Ciprofloxacino; Ofloxacino; Trimetoprima; Amoxicilina,,,,,,,,,,,INCLUIDO_ALTA,41
Application of composite based on magnetite oxide to remove the ofloxacin from aqueous solution,2025,Vietnam Journal of Science and Technology,10.15625/2525-2518/19096,,Biopolimero,Ciprofloxacino; Ofloxacino,,,Langmuir + Freundlich,PFO,,,,,,,INCLUIDO_ALTA,72
High Removal of Tetracycline Hydrochloride in Aqueous Solutions Using Cd-MOF-Based Carbon Materials,2025,ChemistrySelect,10.1002/slct.202501425,china,MOF,Tetraciclina,,,Freundlich,,,,,,,,INCLUIDO_ALTA,49
Efficient Water Purification via Dual Pb(II) Capture and Tetracycline Elimination Using Rod-Shaped Co@nZVI Nanohybrids: Mechanism and Performance,2025,Langmuir,10.1021/acs.langmuir.5c01999,china,,Tetraciclina,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,56
"Adsorptive Removal of Amoxicillin Using Green-Synthesized SiNH2@FeNP Nanocomposite: Characterization, Optimization, and Modeling",2025,ACS Omega,10.1021/acsomega.5c02529,,Nanocompuesto,Amoxicilina,,,,,,,,1.85,,,INCLUIDO_ALTA,59
Double-lanthanide functionalized covalent organic framework hybrid material for the enhanced adsorption of fluoroquinolone antibiotics via synergistic effect,2025,Separation and Purification Technology,10.1016/j.seppur.2024.130753,china,,Ciprofloxacino; Norfloxacino,,,,,,,,,,,INCLUIDO_ALTA,59
Oxygen vacancy-mediated Bi2WO6/FeOOH heterojunction for efficient photo-Fenton degradation antibiotics and synergistic sterilization,2025,Separation and Purification Technology,10.1016/j.seppur.2024.130546,china,,Tetraciclina; Ampicilina,,,,,,,,,,,INCLUIDO_ALTA,46
High value utilization of collagen resources: The important role of biochar defects in peroxymonosulfate activation,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.136639,china,Biochar,Sulfametoxazol,,,,,,,,,,,INCLUIDO_ALTA,45
Improving the adsorption efficiency of a low-cost natural adsorbent for the removal of an organic pollutant: optimization and mechanism study,2025,Materials Advances,10.1039/d5ma00253b,morocco,Arcilla/Zeolita,Tetraciclina,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,92
Synergistic Enhancement of Tetracycline Degradation via Photocatalytic Activation and Ammonium Persulfate Oxidation: Mechanistic Insights and Performance Evaluation,2025,ChemistrySelect,10.1002/slct.202501930,china,,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,20
"Pistacia Palaestina Leaf Powder as a Sustainable Adsorbent for Antibiotic Removal: Isotherm, Kinetic, Thermodynamic, and Quantum Chemical Investigations",2025,ChemistrySelect,10.1002/slct.202500043,jordan,,,,,Langmuir + Freundlich,PSO,,,,,,,INCLUIDO_ALTA,80
