title_raw,year,journal_raw,doi_raw,pais,adsorbente,analitos,qmax_mg_g,remocion_pct,isoterma,cinetica,phpzc,bet_m2g,ph_operacional,dosis_g_l,tipo_matriz,ciclos_regen,etiqueta,score
Study on the migration and removal behavior of intracellular and extracellular antibiotic resistance genes in the advanced oxidation sludge dewatering process,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134849,china,,,,,,,,,,,,,INCLUIDO_ALTA,34
Adsorptive removal of Tetracycline from wastewater using platanus leaf powder modified by metal-phenolic network based on Fe(III)-Tannic acid: Low carbon and sustainable,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134889,china,,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,64
A STUDY ON DOXORUBICIN ADSORPTION ON THE SURFACE OF CARBON NANOTUBE,2025,"Himia, Fizika ta Tehnologia Poverhni",10.15407/hftp16.04.451,,Nanocompuesto,,,,Langmuir,,,,,,,,INCLUIDO_ALTA,53
"High-Capacity Norfloxacin Capture by CMC/MIL-125(Ti)-NH2: One-Pot Synthesis, Performance, and Synergistic Mechanisms",2025,ACS Applied Materials and Interfaces,10.1021/acsami.5c17816,china,Nanocompuesto,Norfloxacino,,,,,,,,,,5.0,INCLUIDO_ALTA,60
Carbon-Coated Multifunctional Magnetic Nanoparticles for Fluorescent Detection and Removal of β-Lactam Antibiotics from Water,2025,ACS Omega,10.1021/acsomega.5c11157,brazil,Nanocompuesto,Amoxicilina,,,,PSO,,,,,,,INCLUIDO_ALTA,75
Synthesis of novel basic magnesium carbonate nanofibers from seawater brine for high-efficiency adsorption of norfloxacin,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134141,china,,Norfloxacino,,,,,,84.17,,,,10.0,INCLUIDO_ALTA,63
Novel bifunctional Tb-Zr bimetallic organic gel/sodium alginate beads upcycled from waste PET for efficient removal and sensitive detection of chlortetracycline hydrochloride,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134093,china,Biopolimero,Clortetraciclina,,,,,,,,,Real,,INCLUIDO_ALTA,38
Ultrahigh-surface-area phenothiazine-derived nanocarbon for adsorptive removal of iodine and pharmaceutical pollutants,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134746,kuwait,Hidrogel/Polimero,,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,84
Sludge biochar self-doping with adsorbed aqueous phosphorus to activate peroxymonosulfate for antibiotics degradation: Non-covalent bond driven non-radicals mechanism,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134688,china,Biochar,Sulfametoxazol,,,,,,,,,Real,,INCLUIDO_ALTA,36
Controlled epitaxial synthesis of copper silicate nanotube clusters featuring multiple active sites for superior antibiotic removal,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134600,mongolia,Carbon activado,Tetraciclina; Oxitetraciclina,,,,,,,,,,,INCLUIDO_ALTA,54
MOFs functionalized magnetic sawdust hydrochar for effective tetracycline elimination: Inherent roles of adsorption and mechanisms,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134534,china,MOF,Tetraciclina,,,Freundlich,PSO,,,,,,,INCLUIDO_ALTA,81
"Cu-doped biomass-derived carbon quantum dot modified BiOBr/g-C3N4 photocatalyst to eliminate antibiotics, antibiotic resistant bacteria, and resistance genes",2025,Journal of Cleaner Production,10.1016/j.jclepro.2025.147218,china,,Oxitetraciclina,,97.8,,,,,,,,,INCLUIDO_ALTA,38
Efficient fixed-bed removal of the emerging contaminant nimesulide using β-cyclodextrin-grafted Luffa biomass,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.138334,brazil,,,,,Sips,,,,,,,,INCLUIDO_ALTA,75
BiPO4/MIL-88A(Fe) composites via green solvothermal synthesis: Efficient antibiotic adsorption mechanisms and environmental applications,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.138332,china,MOF,Tetraciclina; Ciprofloxacino,,,,,,,,,Real,5.0,INCLUIDO_ALTA,60
"Tetracycline adsorption on nitrogen-doped furfural residue biochar: Kinetics, thermodynamics and mechanism analysis",2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.138197,china,Biochar,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,89
Rational design of multi-functional adsorption sites in branched cellulose for synergistic removal of copper and sulfamethoxazole,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.138191,china,Biopolimero,Sulfametoxazol,,,,,,,,,,,INCLUIDO_ALTA,76
PAA-functionalized UiO-66 incorporated into lotus biochar-chitosan hydrogel: A bimetallic adsorbent with enhanced adsorption capacity for antibiotics,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.138127,china,Biochar,Tetraciclina; Ofloxacino,,,,,,,,,,,INCLUIDO_ALTA,87
Ultrafast removal of sulfamethoxazole across a wide pH range via EDTA-functionalized Cu-modified tobacco straw biochar: Efficient adsorption and targeted degradation,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134439,china,Biochar,Sulfametoxazol,,,,PFO + PSO,,,,,,,INCLUIDO_ALTA,64
Turning nitrogen vacancy and chemisorption sites by co-doping Na and N into cow dung biochar ultrathin nanosheets for removal of oxytetracycline,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134381,china,Biochar,Oxitetraciclina,,,,,,,,,,,INCLUIDO_ALTA,100
"Graphene oxide-based composite membranes: Antifouling mechanisms, functionalization strategies, and applications in refractory wastewater treatment",2025,Separation and Purification Technology,10.1016/j.seppur.2025.134416,china,Nanocompuesto,,,,,,,,,,,,INCLUIDO_ALTA,29
Tailoring Polyamide Nanofiltration Membranes for the Removal of Environmental Micropollutants: Synergistic Diffusion-Reaction Modulation in Interfacial Polymerization,2025,Environmental Science and Technology,10.1021/acs.est.5c10956,china,,,,98.0,,,,,,,,,INCLUIDO_ALTA,29
Reduction of Ciprofloxacin Concentration in Wastewater Treatment Plant Effluent Using nZVI-MXene,2025,Biointerface Research in Applied Chemistry,10.33263/BRIAC156.086,indonesia,Nanocompuesto,Ciprofloxacino,,,,,,,,,,,INCLUIDO_ALTA,39
Chitosan Schiff base iron-based complex aerogel for degradation of organic pollutants by efficient activated H2O2,2025,Chemical Engineering Journal,10.1016/j.cej.2025.171168,china,Biopolimero,Sulfametoxazol,,,,,,,,,,,INCLUIDO_ALTA,28
Steroid hormone micropollutant removal from membrane bioreactor effluents using single-walled carbon nanotube composite nanofiber membranes,2025,Chemical Engineering Journal,10.1016/j.cej.2025.170335,germany,Nanocompuesto,Estradiol (E2),,96.0,,,,,,,Sintetica,,INCLUIDO_ALTA,107
Millisecond-scale removal of ciprofloxacin hydrochloride using self-assembled nanolayered CoFe catalytic membrane,2025,Chemical Engineering Journal,10.1016/j.cej.2025.171254,china,,Ciprofloxacino; Sulfametoxazol,,,,,,,,,,,INCLUIDO_ALTA,43
Exploring the interaction of high-performance triazine-based porous organic polymers with antibiotics and carbon dioxide,2025,Chemical Engineering Journal,10.1016/j.cej.2025.171078,portugal,,,,96.0,,,,,,,,,INCLUIDO_ALTA,67
"Recent advances in graphene oxide and metal oxides composites synthesis and their applications in wastewater treatment: Removal of dyes, heavy metals, and pharmaceutical contaminants",2025,Separation and Purification Technology,10.1016/j.seppur.2025.133944,china,Nanocompuesto,,,,,,,,,,,,INCLUIDO_ALTA,48
"Tailoring Zr-Based MOFs for Tetracycline, Atrazine, and Sulfathiazole from the Aqueous Phase through a Comparative Study of Defect Engineering and Chemical Modifications",2025,ACS ES and T Engineering,10.1021/acsestengg.5c00621,united states,Carbon activado,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,62
UV–vis light driven photo-persulfate elimination of tetracycline hydrochloride over dual Z-scheme La2S3/CdFe2O4-ZnFe2O4 hybrids,2025,Journal of Alloys and Compounds,10.1016/j.jallcom.2025.185216,china,,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,26
Doping of Sulfur With Zinc Peroxide for Enhancing the Ciprofloxacin Antibiotic Removal From Wastewater,2025,ChemistrySelect,10.1002/slct.202503412,india,,Ciprofloxacino,,,Freundlich,PSO,,,,,,,INCLUIDO_ALTA,95
Fabrication of Co(OH)F catalyst for efficient peroxymonosulfate activation in sulfamethazine degradation,2025,New Journal of Chemistry,10.1039/d5nj03703d,china,,,,,,PFO,,,,,,,INCLUIDO_ALTA,15
"Recent advances in biological, photocatalytic and adsorption applications of biosynthesized CeO2nanoparticles",2025,Nanoscale Advances,10.1039/d5na00876j,,Biochar,,,,,,,,,,Sintetica,,INCLUIDO_ALTA,40
Preparation of novel cerium(iv)-crosslinked carboxymethyl-β-cyclodextrin for efficient adsorption of the tetracycline antibiotic,2025,New Journal of Chemistry,10.1039/d5nj03090k,china,Hidrogel/Polimero,Tetraciclina,,,Langmuir,PFO,,,,,,,INCLUIDO_ALTA,83
A novel Bi2S3/Bi2WO6/SnS2 photocatalyst with a double Z-scheme heterojunction for highly efficient degradation of antibiotics under visible light,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.138086,china,,Tetraciclina,,,,PFO,,,,,,,INCLUIDO_ALTA,29
Novel synthesis of magnetic ZIF-8 aerogel beads for tetracycline removal: adsorption behavior and mechanism insights,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.138105,china,MOF,Tetraciclina,,90.0,Langmuir,,,,,,,,INCLUIDO_ALTA,74
Highly dispersed Co-N anchored on waste-derived biochar for enhanced peroxymonosulfate activation toward ciprofloxacin degradation: Non-radical processes-dominated oxidation mechanism,2025,Separation and Purification Technology,10.1016/j.seppur.2025.133847,china,Biochar,Ciprofloxacino,,,,,,,,,,,INCLUIDO_ALTA,34
Surfactant-functionalized fly ash from waste into wealth: Collaboratively scavenge of heavy metals and antibiotics from multi-pollutant wastewater,2025,Separation and Purification Technology,10.1016/j.seppur.2025.133862,china,,Ciprofloxacino,,,Langmuir + Freundlich,PSO,,,,,,,INCLUIDO_ALTA,96
Imine-to-amide linkage conversion in sulfonic acid-based COF efficiently improve adsorption of fluoroquinolone antibiotics,2025,Separation and Purification Technology,10.1016/j.seppur.2025.133810,china,,Norfloxacino,,,,,,,,,,,INCLUIDO_ALTA,64
SYNTHESIS OF SAGO-BARK BASED ACTIVATED CARBON VIA MICROWAVE ACTIVATION FOR AMOXICILLIN REMOVAL: OPTIMIZATION VIA RESPONSE SURFACE METHODOLOGY,2025,Malaysian Journal of Microscopy,,malaysia,Carbon activado,Amoxicilina,,,Freundlich,,,,,,,,INCLUIDO_ALTA,61
Tailored bimetallic Zn/Ni and Zn/Ag MCM-41 photocatalysts for enhanced visible-light photocatalytic tetracycline degradation,2025,Scientific Reports,10.1038/s41598-025-89522-y,egypt,,Tetraciclina,,,,PFO,,,,,,,INCLUIDO_ALTA,50
Catalytic degradation of norfloxacin using persulfate activation by Ni-Fe layered double hydroxide catalyst supported on activated carbon,2025,Scientific Reports,10.1038/s41598-025-89106-w,egypt,Carbon activado,Norfloxacino,,100.0,,,,,,0.3,,,INCLUIDO_ALTA,49
Bio-electro-fenton system assisted with metal–organic framework for degradation of bis-phenol S in wastewater as an emerging contaminant,2025,Scientific Reports,10.1038/s41598-025-90969-2,,MOF,,,,,,,,,,,,INCLUIDO_ALTA,18
Biochar: from agricultural waste byproducts to novel adsorbents for ammonia and micro/nanoplastics (MNPs),2025,Biochar,10.1007/s42773-025-00554-z,united states,Biochar,,,,,,,,,,,,INCLUIDO_ALTA,75
Removal of Diclofenac from Aqueous Solutions Using Surfactant-Modified Guava Seeds as Biosorbent,2025,Surfaces,10.3390/surfaces8040070,mexico,,,,,,,,,,,,,INCLUIDO_ALTA,52
Removal of Ciprofloxacin from Aqueous Solutions by Waste-Pretreated Ganoderma resinaceum Biomass: Effect of Process Parameters and Kinetic and Equilibrium Studies,2025,Processes,10.3390/pr13123920,bulgaria,,Ciprofloxacino,,,Langmuir + Freundlich,PSO,,,,1.0,,,INCLUIDO_ALTA,66
Adsorption Performance Assessment of Agro-Waste-Based Biochar for the Removal of Emerging Pollutants from Municipal WWTP Effluent,2025,Molecules,10.3390/molecules30244803,serbia,Carbon activado,,,,,,,,,,,,INCLUIDO_ALTA,93
Rough set machine learning reveals governing factors of biochar-facilitated carbamazepine removal from water,2025,Environmental Science: Water Research and Technology,10.1039/d5ew00768b,india,Biochar,,,,,,,,,,,,INCLUIDO_ALTA,58
Valorization of Coconut Husk for Mitigating Antimicrobial Resistance: Mechanistic Insights into Ciprofloxacin Removal from Water,2025,Chemistry (Switzerland),10.3390/chemistry7060199,united states,Carbon activado,Ciprofloxacino,,73.0,Langmuir + Freundlich,PSO,,,,,,,INCLUIDO_ALTA,89
Remediation of amoxicillin-contaminated water using zeolite from coal bottom ash,2025,Sains Tanah,10.20961/stjssa.v22i2.93672,indonesia,Arcilla/Zeolita,Amoxicilina,,,Langmuir + Freundlich,,,,,,Sintetica,,INCLUIDO_ALTA,95
"Interface regulation of magnetic polydopamine with dithiocarbamate achieved simultaneous removal of ciprofloxacin, chromium (VI), copper (II) from complex wastewater: Insights into interaction patterns and underlying mechanisms",2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120511,china,,Ciprofloxacino,,,,PSO,,,,,Real,,INCLUIDO_ALTA,78
Discrepant effects of doxycycline exposure on the denitrification process in simulated nitrate-contaminated groundwater,2025,Journal of Water Process Engineering,10.1016/j.jwpe.2025.109128,china,,Tetraciclina; Doxiciclina,,,,,,,,,Sintetica,,INCLUIDO_ALTA,36
Synthesis of UiO-66/cotton fiber composite via coupling method for enhanced quinolone adsorption,2025,Surfaces and Interfaces,10.1016/j.surfin.2025.108184,china,MOF,Ciprofloxacino; Norfloxacino,,81.25,Freundlich,PSO,,,,1.0,,,INCLUIDO_ALTA,66
Visible-Light Induced Photo-Fenton-Like Degradation of Pharmaceuticals Via Advanced Oxidation Process Using Ag@SnO2 Nanocomposite Fabricated Via a Green in-Situ Strategy,2025,Journal of Cluster Science,10.1007/s10876-025-02954-4,india,Nanocompuesto,,,,,PFO,,,,,,,INCLUIDO_ALTA,43
Magnetic biochar loaded with β-cyclodextrin for the removal of tetracycline and Pb(II) from aqueous solutions: Performance and mechanism,2025,Chemical Engineering Research and Design,10.1016/j.cherd.2025.11.029,china,Biochar,Tetraciclina,,,Langmuir + Freundlich,PSO,,,,,,,INCLUIDO_ALTA,101
Manganese Biochar Composites for Adsorptive Removal of Diclofenac From Wastewater,2025,Environmental Quality Management,10.1002/tqem.70237,india,Biochar,,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,77
Characterization of microplastics and their interaction with antibiotics in municipal wastewater treatment systems,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120408,china,,Sulfametoxazol,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,77
Aging-induced surface modifications in biodegradable microplastics and their influence on antibiotic interactions,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120115,china,,Tetraciclina; Ciprofloxacino; Norfloxacino,,,,,,,,,,,INCLUIDO_ALTA,102
Hybrid MOF+COF modified PVDF membranes for enhanced microfiltration of pharmaceutical contaminants,2025,Water Resources and Industry,10.1016/j.wri.2025.100325,poland,MOF,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,62
Development of molecularly imprinted polymers for the removal of levofloxacin,2025,BMC Chemistry,10.1186/s13065-025-01677-x,malaysia,Hidrogel/Polimero,Levofloxacino,,,,,,,,,,,INCLUIDO_ALTA,61
Modifier and pyrolysis optimization of algae-derived biochar enhances sulfamethoxazole removal via microalgae-biochar hybrids,2025,Results in Engineering,10.1016/j.rineng.2025.108253,china,Biochar,Sulfametoxazol,,,,,,,,0.14,,,INCLUIDO_ALTA,60
Deep eutectic supramolecular polymerization networks modified acryloylated magnetic β-CD for efficient adsorption and removal of ofloxacin and tetracycline from water: Performance and mechanism,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120032,china,,Tetraciclina; Ofloxacino,,69.0,,,,,,,,,INCLUIDO_ALTA,72
Fe/N-doped biochar with in-situ grown iron oxide nanoparticle clusters for efficient antibiotic degradation via enhanced two-electron oxygen reduction in electro-Fenton systems,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120068,china,Biochar,,,90.0,,,,,,,,,INCLUIDO_ALTA,42
Dual-functional Fe2O3-decorated zeolitic catalysts: From persulfate-driven antibiotic degradation to electrochemical oxygen evolution,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120178,slovakia,,Tetraciclina,,,,PFO,,,,,,2000.0,INCLUIDO_ALTA,22
ZnCl2 activated biochar and chitosan composites for efficient adsorption of tetracycline pollution in sewage,2025,Process Safety and Environmental Protection,10.1016/j.psep.2025.108126,china,Biochar,Tetraciclina,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,75
"Advancing water treatment and reuse technologies to address the nexus of climate change, water scarcity, and pharmaceutical contamination",2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119284,tunisia,Biochar,,,99.0,,,,,,,,,INCLUIDO_ALTA,86
"Highly efficient degradation of sulfamethoxazole by peroxydisulfate activated with phosphoric acid-modified biochar-supported copper sulfide: Performance, mechanisms, and potential applications",2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120243,china,Biochar,Sulfametoxazol,,93.73,,,,,,,Real,,INCLUIDO_ALTA,54
TiO₂-modified activated carbon for pharmaceutical contaminant removal: experimental and in-silico insights using density functional theory,2025,Journal of Environmental Health Science and Engineering,10.1007/s40201-025-00966-w,china,Carbon activado,Levofloxacino; Sulfametoxazol; Trimetoprima; Azitromicina,,,Langmuir,,,,,,,,INCLUIDO_ALTA,88
Super removal of ciprofloxacin by microwave-assisted prepared γ-AlOOH/N-doped reduced graphene oxide nanocomposite,2025,Journal of Sol-Gel Science and Technology,10.1007/s10971-025-06994-0,china,Nanocompuesto,Ciprofloxacino,,88.29,Langmuir,PFO,,,,,,,INCLUIDO_ALTA,62
"Removal of tetracycline and methylene blue using pistachio green hull biochar (PGHB), magnetic PGHB/CoF2O4, and magnetic nanocomposite PGHB/CoFe2O4/UiO-66@polydopamine",2025,Applied Surface Science Advances,10.1016/j.apsadv.2025.100876,,Biochar,Tetraciclina,,,Freundlich,PSO,,,,0.8,,,INCLUIDO_ALTA,95
Advanced hybrid nanocomposites derived from natural polymers: A comprehensive review on strategies for mitigating emerging contaminants,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120046,india,Biopolimero,,,95.0,,,,,,,,,INCLUIDO_ALTA,51
Adsorption properties of the pharmaceutical contaminant tamoxifen on calcined bone char,2025,Scientific Reports,10.1038/s41598-025-22875-6,,Biochar,,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,64
Eco-friendly microwave-assisted synthesis of Ni/Al-Spirulina platensis hydrochar composites for efficient ciprofloxacin adsorption,2025,Sustainable Chemistry One World,10.1016/j.scowo.2025.100150,indonesia,,Ciprofloxacino,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,50
Simultaneous production of hydrogen peroxide and bioelectricity generation at the cathode using modified graphite electrodes,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119937,chile,Hidrogel/Polimero,,,72.7,,,,,,,,,INCLUIDO_ALTA,28
Synthesis of a novel S-scheme BiVO4/Bi2WO6 sonocatalyst and research on sonocatalytic remove of tetracycline,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119485,china,,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,37
Synergistic sonocatalytic degradation of carbamazepine and 17α-ethinylestradiol in the presence of carbon nanotube yarn,2025,Ultrasonics Sonochemistry,10.1016/j.ultsonch.2025.107670,,Nanocompuesto,Etinilestradiol (EE2),,,,,,,,,,,INCLUIDO_ALTA,47
Photosensitized degradation of tetracycline by extracellular polymeric substances (EPS) in biochemical effluent: Mechanistic insights from spectroscopy,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119995,china,Biopolimero,Tetraciclina,,5.0,,PFO,,,,,,,INCLUIDO_ALTA,45
Zn-MOF derived from waste plastic bottles activated peroxymonosulfate for the degradation of oxytetracycline: Process mechanism and toxicological analysis,2025,Chemical Engineering Journal,10.1016/j.cej.2025.170288,china,MOF,Oxitetraciclina,,,,,,,,,,,INCLUIDO_ALTA,39
Valorization of Spent Coffee Grounds into Hydrothermal Biochar for Sustainable Ciprofloxacin Removal from Water: Mechanistic and Thermodynamic Insights,2025,International Journal of Environmental Research,10.1007/s41742-025-00947-9,viet nam,Carbon activado,Ciprofloxacino,,,Langmuir + Freundlich,PSO,,,,,,,INCLUIDO_ALTA,97
Enhanced removal of antibiotics and turbidity from water using CS-CMC complex coacervate flocculant: Mechanisms and performance,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119775,mongolia,Biopolimero,Tetraciclina; Norfloxacino,,,Langmuir + Freundlich,PSO,,,,,Sintetica,,INCLUIDO_ALTA,70
Development of a high-performance La/Cu Co-doped BiFeO₃/g-C₃N₄ nanocomposite for efficient degradation of moxifloxacin and crystal violet dye for environmental applications,2025,Journal of Sol-Gel Science and Technology,10.1007/s10971-025-06990-4,pakistan,MOF,,,98.26,,,,111.21,,,,,INCLUIDO_ALTA,58
MOF-801 and polydopamine dual-modified PAN nanofiber membranes for simultaneous removal of multiple antibiotic classes from environmental water,2025,Journal of Environmental Management,10.1016/j.jenvman.2025.127706,china,MOF,,,,,PSO,,,,,,,INCLUIDO_ALTA,65
Nano-biocomposite based on Zn-Ce-layered double hydroxide and Keliab for adsorptive removal of tetracycline from aqueous solutions,2025,Results in Engineering,10.1016/j.rineng.2025.107528,,,Tetraciclina,,,Langmuir + Freundlich,PSO,,,,,,,INCLUIDO_ALTA,90
Magnetic double-layer MOF nanocomposites Fe3O4@ZIF-8@ZIF-67 for efficient adsorptive removal of organic dye and antibiotic,2025,Journal of Environmental Health Science and Engineering,10.1007/s40201-025-00956-y,china,MOF,Tetraciclina,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,67
Coagulation-based Physicochemical Removal of Polyester and Polypropylene from Wastewater: Impact of Experimental Conditions and Colloidal Charges,2025,"Water, Air, and Soil Pollution",10.1007/s11270-025-08596-6,hong kong,,,,,,,,,,,Sintetica,,INCLUIDO_ALTA,50
"Hierarchical ultra microporous aluminum based metal organic aerogels for water purification: Kinetic, isotherm, and regeneration insights into diclofenac adsorption",2025,Water Research X,10.1016/j.wroa.2025.100424,,,,,,,,,1702.5,,,,,INCLUIDO_ALTA,67
"Eco-Friendly Gum Acacia-g-Poly(N,N-Dimethylacrylamide)/NiCoFe2O4 Nanocomposite Hydrogel for Efficient Levofloxacin Removal: Synthesis, Characterization, and Adsorption Mechanism",2025,Advanced Sustainable Systems,10.1002/adsu.202501018,india,Nanocompuesto,Levofloxacino,99.5023,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,74
River Sediment Particles-mediated Transport of Ciprofloxacin in Saturated Sand Porous Media,2025,"Water, Air, and Soil Pollution",10.1007/s11270-025-08502-0,china,,Ciprofloxacino,,,Langmuir,,,,,,,,INCLUIDO_ALTA,53
Norfloxacin degradation by rare-earth cerium-doped cobalt catalysts via PMS activation: performance evaluation and mechanism insights,2025,Environmental Research,10.1016/j.envres.2025.122931,china,,Norfloxacino,,,,,,,,0.3,,,INCLUIDO_ALTA,35
"Chitosan-based adsorbents for water purification: Mechanisms, performance, and sustainability",2025,Applied Surface Science Advances,10.1016/j.apsadv.2025.100804,egypt,Carbon activado,,,,,,,,,,,,INCLUIDO_ALTA,70
Construction of Co3O4-modified g-C3N4/Bi2O3 ternary nanocomposites with dual Z-scheme charge dynamics for enhanced photocatalytic environmental emerging pollutants degradation and efficient antibacterial agent,2025,Inorganic Chemistry Communications,10.1016/j.inoche.2025.115497,india,,Tetraciclina,,,,PFO,,,,,,,INCLUIDO_ALTA,31
Construction of hierarchically porous α-Fe2O3 nanosheets from Fe-PVP hybrid gel for sustainable Fenton-like degradation of tetracycline antibiotics with low H2O2 consumption,2025,Environmental Research,10.1016/j.envres.2025.122854,china,,Tetraciclina,,,,PFO,,,,,Real,,INCLUIDO_ALTA,35
Adsorption equilibrium and modeling of sulfadiazine removal using carbon-based adsorbents derived from expired instant noodle product,2025,Chemical Papers,10.1007/s11696-025-04329-5,viet nam,,,,,,,,,,1.0,,,INCLUIDO_ALTA,48
ANOVA and modeling of ciprofloxacin adsorption by MS/EAn@Cs,2025,Inorganic Chemistry Communications,10.1016/j.inoche.2025.115432,egypt,Biopolimero,Ciprofloxacino,,,,PSO,,,,,,,INCLUIDO_ALTA,64
Thermal resilience in pilot-scale anoxic/oxic moving-bed biofilm reactor enables robust removal of pharmaceuticals and antibiotic resistance genes,2025,Bioresource Technology,10.1016/j.biortech.2025.133241,china,,,,,,,,,,,,,INCLUIDO_ALTA,35
Evaluation of a Living Wall Garden System for Septic Effluent and BPA Removal in Urban Environments,2025,Water Conservation Science and Engineering,10.1007/s41101-025-00422-8,thailand,Arcilla/Zeolita,,,,,,,,,,,,INCLUIDO_ALTA,44
Thiol-ene click synthesis of a novel alginate-derived adsorbent: Synergistic adsorption and mechanistic investigation of dye and antibiotic,2025,Desalination,10.1016/j.desal.2025.119335,china,Biopolimero,Ciprofloxacino,,,Freundlich,PFO + PSO,,,,,,,INCLUIDO_ALTA,76
Sustainable water treatment using thermally stable natural clay: dual adsorption–thermolysis approach for organic pollutants and nitrate removal,2025,Scientific Reports,10.1038/s41598-025-12148-7,,Arcilla/Zeolita,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,77
Optimizing the Mitigation of Erythromycin and Doxycycline Using Vetiver and Jute in a Simulated Vertical Surface Flow Constructed Wetland System,2025,"Water, Air, and Soil Pollution",10.1007/s11270-025-08443-8,india,,Doxiciclina; Eritromicina,,,Langmuir + Freundlich,PSO,,,,,Sintetica,,INCLUIDO_ALTA,103
Water-born MOFs at room temperature as green adsorbents,2025,Microporous and Mesoporous Materials,10.1016/j.micromeso.2025.113809,,,Tetraciclina,,,,,,,,,,,INCLUIDO_ALTA,50
Efficacy of multicomponent adsorption of fluoroquinolone based antibiotics onto the wasted municipal sewage sludge: Experiments and modeling,2025,Cleaner Water,10.1016/j.clwat.2025.100101,india,,Ciprofloxacino; Ofloxacino,,,Langmuir,,,,,,,,INCLUIDO_ALTA,124
Electrochemical detection of furosemide and its removal from wastewater using adsorption method,2025,Discover Sustainability,10.1007/s43621-025-01663-2,pakistan,Biopolimero,,,,Langmuir + Freundlich,PSO,,,,,,,INCLUIDO_ALTA,67
Preparation of sludge-based biochar and its adsorption performance on tetracycline,2025,Discover Sustainability,10.1007/s43621-025-01600-3,china,Biochar,Tetraciclina,,,,PSO,,,,,,,INCLUIDO_ALTA,70
Environmentally-friendly activated carbon for the removal of antibiotic-resistant bacteria removal from hospital wastewater,2025,"Environmental Nanotechnology, Monitoring and Management",10.1016/j.enmm.2025.101088,brazil,Carbon activado,,,,,,,,,,Sintetica,,INCLUIDO_ALTA,62
Parametric study of ZIF nanostructures synthesis on their morphology and adsorption efficacy towards tetracycline,2025,Chemical Engineering Science,10.1016/j.ces.2025.122178,india,MOF,Tetraciclina,,,,,,,,,Sintetica,10.0,INCLUIDO_ALTA,63
Development of Cu-ZnO ZrO2 based polyacrylonitrile polymer composites for removing pharmaceutical pollutants and heavy metals from wastewater,2025,Scientific Reports,10.1038/s41598-025-95736-x,egypt,Nanocompuesto,Sulfametoxazol,,,Langmuir,PSO,,,,,,,INCLUIDO_ALTA,82
